2019-12-12 11:33:45,544 +0700 [main] INFO  (DriverManagerConnectionProviderImpl.java:124) - HHH10001001: Connection properties: {password=****, user=sofco}
2019-12-12 11:33:45,544 +0700 [main] INFO  (DriverManagerConnectionProviderImpl.java:129) - HHH10001003: Autocommit mode: false
2019-12-12 11:33:45,548 +0700 [main] INFO  (DriverManagerConnectionProviderImpl.java:249) - HHH000115: Hibernate connection pool size: 20 (min=1)
2019-12-12 11:33:45,632 +0700 [main] WARN  (JdbcEnvironmentInitiator.java:132) - HHH000342: Could not obtain connection to query metadata : null
2019-12-12 11:33:45,649 +0700 [main] INFO  (Dialect.java:172) - HHH000400: Using dialect: org.hibernate.dialect.PostgreSQLDialect
2019-12-12 11:33:45,674 +0700 [main] WARN  (SqlExceptionHelper.java:137) - SQL Error: 0, SQLState: 28P01
2019-12-12 11:33:45,674 +0700 [main] ERROR (SqlExceptionHelper.java:142) - FATAL: password authentication failed for user "sofco"
2019-12-12 11:34:00,952 +0700 [main] INFO  (Version.java:46) - HHH000412: Hibernate Core {5.4.9.Final}
2019-12-12 11:34:01,892 +0700 [main] INFO  (HibernateUtilities.java:17) - Hibernate Configuration loaded
2019-12-12 11:34:01,903 +0700 [main] INFO  (HibernateUtilities.java:20) - Hibernate serviceRegistry created
2019-12-12 11:34:01,949 +0700 [main] INFO  (JavaReflectionManager.java:49) - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
2019-12-12 11:34:03,001 +0700 [main] WARN  (DriverManagerConnectionProviderImpl.java:72) - HHH10001002: Using Hibernate built-in connection pool (not for production use!)
2019-12-12 11:34:03,008 +0700 [main] INFO  (DriverManagerConnectionProviderImpl.java:115) - HHH10001005: using driver [org.postgresql.Driver] at URL [jdbc:postgresql://scorpio.sofco:6543/dbtraining]
2019-12-12 11:34:03,009 +0700 [main] INFO  (DriverManagerConnectionProviderImpl.java:124) - HHH10001001: Connection properties: {password=****, user=sofco}
2019-12-12 11:34:03,009 +0700 [main] INFO  (DriverManagerConnectionProviderImpl.java:129) - HHH10001003: Autocommit mode: false
2019-12-12 11:34:03,013 +0700 [main] INFO  (DriverManagerConnectionProviderImpl.java:249) - HHH000115: Hibernate connection pool size: 20 (min=1)
2019-12-12 11:34:03,127 +0700 [main] INFO  (Dialect.java:172) - HHH000400: Using dialect: org.hibernate.dialect.PostgreSQLDialect
2019-12-12 11:36:41,733 +0700 [main] INFO  (Version.java:46) - HHH000412: Hibernate Core {5.4.9.Final}
2019-12-12 11:36:42,815 +0700 [main] INFO  (HibernateUtilities.java:17) - Hibernate Configuration loaded
2019-12-12 11:36:42,828 +0700 [main] INFO  (HibernateUtilities.java:20) - Hibernate serviceRegistry created
2019-12-12 11:36:42,874 +0700 [main] INFO  (JavaReflectionManager.java:49) - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
2019-12-12 11:36:43,958 +0700 [main] WARN  (DriverManagerConnectionProviderImpl.java:72) - HHH10001002: Using Hibernate built-in connection pool (not for production use!)
2019-12-12 11:36:43,966 +0700 [main] INFO  (DriverManagerConnectionProviderImpl.java:115) - HHH10001005: using driver [org.postgresql.Driver] at URL [jdbc:postgresql://scorpio.sofco:6543/dbtraining]
2019-12-12 11:36:43,966 +0700 [main] INFO  (DriverManagerConnectionProviderImpl.java:124) - HHH10001001: Connection properties: {password=****, user=sofco}
2019-12-12 11:36:43,967 +0700 [main] INFO  (DriverManagerConnectionProviderImpl.java:129) - HHH10001003: Autocommit mode: false
2019-12-12 11:36:43,971 +0700 [main] INFO  (DriverManagerConnectionProviderImpl.java:249) - HHH000115: Hibernate connection pool size: 20 (min=1)
2019-12-12 11:36:44,097 +0700 [main] INFO  (Dialect.java:172) - HHH000400: Using dialect: org.hibernate.dialect.PostgreSQLDialect
2019-12-12 13:31:15,199 +0700 [main] INFO  (Version.java:46) - HHH000412: Hibernate Core {5.4.9.Final}
2019-12-12 13:31:16,311 +0700 [main] INFO  (HibernateUtilities.java:17) - Hibernate Configuration loaded
2019-12-12 13:31:16,325 +0700 [main] INFO  (HibernateUtilities.java:20) - Hibernate serviceRegistry created
2019-12-12 13:31:16,369 +0700 [main] INFO  (JavaReflectionManager.java:49) - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
2019-12-12 13:31:17,393 +0700 [main] WARN  (DriverManagerConnectionProviderImpl.java:72) - HHH10001002: Using Hibernate built-in connection pool (not for production use!)
2019-12-12 13:31:17,398 +0700 [main] INFO  (DriverManagerConnectionProviderImpl.java:115) - HHH10001005: using driver [org.postgresql.Driver] at URL [jdbc:postgresql://scorpio.sofco:6543/dbtraining]
2019-12-12 13:31:17,399 +0700 [main] INFO  (DriverManagerConnectionProviderImpl.java:124) - HHH10001001: Connection properties: {password=****, user=sofco}
2019-12-12 13:31:17,399 +0700 [main] INFO  (DriverManagerConnectionProviderImpl.java:129) - HHH10001003: Autocommit mode: false
2019-12-12 13:31:17,403 +0700 [main] INFO  (DriverManagerConnectionProviderImpl.java:249) - HHH000115: Hibernate connection pool size: 20 (min=1)
2019-12-12 13:31:18,338 +0700 [main] INFO  (Dialect.java:172) - HHH000400: Using dialect: org.hibernate.dialect.PostgreSQL9Dialect
2019-12-12 13:31:41,741 +0700 [main] INFO  (Version.java:46) - HHH000412: Hibernate Core {5.4.9.Final}
2019-12-12 13:31:42,037 +0700 [main] INFO  (Version.java:46) - HHH000412: Hibernate Core {5.4.9.Final}
2019-12-12 13:31:43,234 +0700 [main] INFO  (HibernateUtilities.java:17) - Hibernate Configuration loaded
2019-12-12 13:31:43,237 +0700 [main] INFO  (HibernateUtilities.java:17) - Hibernate Configuration loaded
